bio6,bio11,bio12,bio13,bio2,bio3,bio4,bio5,bio14,bio15,label,fold,decimalLongitude,decimalLatitude
1.41925,6.869458,1691.0,304.0,8.586146,27.732803,809.4233,32.3795,42.0,57.443066,0,0,118.6327,28.585
-15.27425,-5.6969585,35.0,11.0,16.68254,33.508667,1257.0563,34.5115,0.0,86.72541,0,0,87.7327,39.385000000000005
-20.19425,-11.048708,115.0,22.0,14.891146,40.517094,826.77155,16.5585,3.0,56.615314,0,3,85.4827,31.935
-14.71675,-5.9533334,492.0,117.0,13.264438,30.885239,1092.3575,28.23075,2.0,99.472946,0,1,111.0827,37.635000000000005
-25.734499,-17.045708,438.0,142.0,14.011604,28.359695,1369.1274,23.67225,2.0,121.41922,0,1,121.1827,46.835
-19.84925,-12.801126,84.0,28.0,11.401709,24.457739,1309.843,26.76875,1.0,115.6749,0,3,99.7327,44.085
-27.38925,-18.538708,47.0,17.0,14.590792,35.66297,962.2053,13.52375,0.0,124.61321,0,1,80.6327,34.235
-20.4805,-12.484709,213.0,59.0,12.463375,26.616499,1273.5321,26.34525,2.0,107.87498,0,3,108.8327,41.685
-17.72875,-8.315625,242.0,36.0,15.256166,46.287266,652.86884,15.231,0.0,56.43583,0,0,84.4327,29.685
-9.1735,-1.2289166,434.0,141.0,11.584416,28.23006,1110.2855,31.86225,3.0,129.52876,0,4,115.3827,38.485
-21.13975,-12.696459,204.0,60.0,13.164208,26.98676,1329.917,27.6405,1.0,110.832985,0,0,112.3327,42.435
-26.76975,-18.045208,45.0,17.0,14.55825,35.807045,949.39594,13.88775,0.0,127.624794,0,1,80.0827,34.935
-25.10425,-15.100708,239.0,59.0,14.486709,35.649498,953.8802,15.53225,2.0,101.93797,0,1,97.2827,37.685
10.934,18.799625,2694.0,636.0,9.694875,44.778465,413.2849,32.58475,3.0,109.08329,0,1,88.7827,26.185
0.2265,4.7048335,1049.0,193.0,7.749146,26.217855,795.7448,29.78325,11.0,72.28239,0,4,107.4327,32.135000000000005
-27.97275,-18.35571,87.0,29.0,15.7039795,37.138416,981.3293,14.31225,0.0,121.66582,0,0,85.2327,35.585
-0.9685,4.0684586,851.0,164.0,8.272229,27.245562,830.0288,29.39325,6.0,76.96758,0,4,107.0327,33.085
-2.949,2.3352501,1122.0,195.0,8.644813,28.452326,803.1263,27.4345,15.0,65.792076,0,1,109.9327,31.835
-20.285,-12.380167,282.0,66.0,12.523708,38.424534,763.4645,12.308,4.0,96.20413,0,4,88.0827,31.135
-22.87175,-14.837916,644.0,147.0,11.822917,34.19771,820.9526,11.7005,6.0,98.68909,0,0,94.6827,32.035
-9.851,-1.9560834,478.0,119.0,12.52775,31.238157,1030.1052,30.253,3.0,99.50999,0,1,111.6827,36.635000000000005
-16.06925,-6.2721667,43.0,13.0,16.588041,34.619907,1169.3217,31.845499,0.0,88.48334,0,1,94.6827,40.685
-19.3105,-11.488125,680.0,140.0,11.206437,38.42723,671.1564,9.85225,8.0,80.581436,0,0,96.9327,29.185
0.081250004,5.489375,1184.0,188.0,8.107604,25.330921,893.5755,32.087997,29.0,52.7224,0,3,113.6327,30.485
11.0535,18.936,2858.0,668.0,9.719105,45.507816,402.5677,32.4105,2.0,108.56595,0,1,89.0827,26.285
-18.89125,-10.055292,196.0,46.0,13.865896,35.109535,947.5607,20.602,2.0,94.93635,0,0,97.7327,36.885000000000005
-9.551,-2.0811248,547.0,200.0,10.679104,26.82855,1105.613,30.254,3.0,137.19736,0,2,117.1827,39.385000000000005
-19.391,-11.732166,472.0,104.0,10.823229,31.913044,828.6373,14.52375,2.0,96.94721,0,4,102.6327,37.085
-15.93075,-6.379,30.0,8.0,15.311916,30.826363,1280.5756,33.74075,0.0,82.17814,0,0,92.1827,42.085
-19.10075,-11.4609995,135.0,35.0,12.137959,26.2353,1260.1797,27.165,2.0,94.63276,0,1,106.5827,41.435
8.97075,17.104668,1277.0,327.0,11.631855,45.64823,499.67154,34.45225,2.0,114.30625,0,0,86.4327,26.535
-17.749,-8.291166,596.0,131.0,14.044625,42.78767,692.671,15.075,4.0,92.47576,0,1,96.6827,30.685
-14.38225,-4.6525,33.0,7.0,15.966854,32.209095,1263.411,35.19025,0.0,67.390015,0,4,79.6827,39.135000000000005
-16.4625,-8.05075,28.0,8.0,14.927875,37.359146,949.4581,23.49525,0.0,90.75442,0,3,80.4827,36.185
-20.85125,-11.953542,209.0,63.0,13.138687,43.314472,641.9756,9.482,2.0,116.69807,0,2,88.4327,28.785
-15.5515,-7.7177086,470.0,140.0,12.395146,28.90423,1166.7189,27.332,1.0,118.006645,0,2,116.2327,40.785
-25.03175,-18.445375,439.0,103.0,9.579812,29.579418,835.2449,7.355,9.0,77.48613,0,3,77.78269999999999,32.085
-22.786499,-15.842459,344.0,47.0,10.671604,28.668997,980.6741,14.437,10.0,40.7885,0,2,75.6327,34.185
-13.8375,-5.209875,68.0,16.0,13.604876,29.889,1163.494,31.6805,1.0,78.941864,0,0,79.8327,40.685
-25.385,-18.6845,201.0,35.0,10.183042,27.886902,966.8064,11.1305,5.0,50.397423,0,2,76.28269999999999,33.835
-12.0435,-3.9141667,491.0,112.0,12.4939375,30.353825,1059.7957,29.1175,2.0,95.96519,0,4,109.9827,36.885000000000005
-27.128,-18.779167,261.0,78.0,13.936021,26.522825,1484.2638,25.4155,1.0,119.85397,0,0,112.9327,47.635000000000005
-5.06675,2.2095418,676.0,146.0,11.330626,31.734667,910.266,30.6375,7.0,76.1303,0,4,112.0827,34.185
9.96375,18.16575,1031.0,265.0,11.56575,40.418488,538.2921,38.57875,2.0,118.370155,0,4,86.1827,25.285
-15.6025,-6.116083,29.0,7.0,15.58575,30.570633,1318.4803,35.38025,1.0,65.39629,0,1,93.0827,42.185
-22.02375,-14.599333,300.0,81.0,12.357166,25.313633,1376.8545,26.7925,2.0,107.37967,0,3,115.1327,42.635000000000005
-16.64925,-8.035042,177.0,49.0,14.006833,29.021437,1260.9625,31.6145,2.0,97.69322,0,1,107.5827,40.485
-16.54475,-8.329583,120.0,30.0,13.868271,32.208908,1086.3783,26.5125,1.0,95.03054,0,4,98.1327,39.985
-22.02675,-12.422167,62.0,19.0,15.883625,39.774693,897.4751,17.90725,1.0,101.584496,0,2,83.3827,32.835
-14.18925,-4.751458,85.0,22.0,14.890375,31.089949,1237.884,33.70525,1.0,98.18693,0,3,83.1827,40.935
-21.2145,-13.023251,267.0,60.0,13.069375,33.972458,947.65045,17.256,2.0,97.25524,0,2,87.1827,42.885000000000005
-7.60275,-0.6394167,619.0,199.0,10.815708,27.958765,1076.3423,31.08175,7.0,113.25852,0,2,118.6327,37.285
-21.98475,-14.204542,285.0,64.0,12.363854,32.39452,956.9771,16.18175,2.0,94.88304,0,3,87.4327,43.135000000000005
-11.55425,-5.345208,579.0,108.0,9.609813,29.065155,854.23413,21.50875,4.0,80.59347,0,1,106.2827,35.285
-24.6705,-17.081583,258.0,72.0,12.953896,28.205097,1267.0286,21.257,1.0,108.97337,0,2,103.4827,46.635000000000005
-20.451,-12.1665,215.0,59.0,13.090041,26.76517,1330.5312,28.456,1.0,108.909836,0,0,112.6827,42.335
-7.79125,-2.8282084,759.0,134.0,7.896917,26.637602,799.46246,21.8545,5.0,75.228485,0,0,107.2827,33.835
-26.077,-19.076042,113.0,24.0,10.937646,28.948208,983.2647,11.7065,2.0,64.39333,0,3,77.0827,34.385000000000005
-14.83525,-4.932667,36.0,9.0,16.035812,32.06361,1270.4443,35.17725,0.0,78.334946,0,4,79.9327,39.635000000000005
-17.2365,-8.284542,70.0,19.0,14.301604,29.69556,1261.8076,30.92425,0.0,100.1972,0,2,102.9327,40.985
-29.309,-20.41179,120.0,40.0,14.291667,34.849224,979.3847,11.701,0.0,127.03638,0,1,85.7327,37.135000000000005
-16.3375,-8.741125,478.0,97.0,10.866688,44.145264,539.33923,8.27825,9.0,72.647224,0,1,87.9827,27.735
11.326103,15.263725,1841.0,277.0,6.491421,32.016293,504.15787,31.60147,43.0,51.03714,0,3,120.9327,24.685
-15.98425,-7.5288334,435.0,130.0,12.790688,31.131498,1053.8519,25.10175,1.0,115.81942,0,3,113.0827,38.435
-15.15875,-5.415958,16.0,5.0,16.392124,32.75019,1258.8137,34.89325,0.0,73.8549,0,4,92.5827,40.385000000000005
-18.31175,-8.348625,622.0,137.0,14.01502,43.71668,658.52563,13.747,3.0,96.9687,0,3,99.5327,30.785
5.76475,12.077458,2211.0,671.0,9.979458,35.475895,606.6284,33.895,19.0,125.26876,0,2,76.4327,32.135000000000005
-18.964,-10.916583,416.0,124.0,13.081229,28.93197,1229.3031,26.24975,1.0,114.95223,0,4,118.1327,42.435
-19.8105,-12.758291,117.0,33.0,11.781562,25.438585,1302.8127,26.50325,1.0,107.69134,0,2,106.2327,43.785
-14.62575,-8.97725,411.0,113.0,8.869124,31.789833,710.13226,13.2734995,2.0,120.29856,0,1,90.6327,30.735
-27.663,-19.178375,194.0,60.0,13.375646,35.232445,922.9198,10.301,0.0,123.16781,0,4,89.2327,36.185
7.71075,14.4685,2543.0,481.0,8.899104,40.332684,469.7926,29.775,16.0,81.875206,0,2,94.9827,27.885
-22.4475,-14.473833,188.0,56.0,12.205208,25.68382,1309.544,25.0735,2.0,111.146095,0,0,101.6327,45.335
-30.897,-23.018126,393.0,119.0,13.032729,23.445642,1629.4268,24.69,1.0,121.06441,0,1,120.3827,49.135000000000005
-15.257,-5.369917,43.0,12.0,15.826229,31.717161,1281.2024,34.641,0.0,85.4985,0,0,86.9827,40.935
-13.81425,-4.531625,98.0,24.0,14.806834,31.202827,1229.1205,33.63925,1.0,93.708954,0,3,83.3327,41.035
-31.357,-22.809292,327.0,90.0,14.024459,24.697796,1615.0778,25.42725,2.0,113.65709,0,2,107.2827,49.735
-17.3515,-7.979,381.0,100.0,13.867708,30.152271,1170.9114,28.64075,3.0,107.278885,0,1,110.1327,39.185
-23.30075,-14.707666,206.0,66.0,13.609292,28.203156,1302.5873,24.95375,1.0,121.25625,0,1,103.0327,45.985
-8.556251,-1.3163334,514.0,160.0,11.721896,28.657791,1110.9849,32.34675,4.0,114.03871,0,3,115.3327,36.935
-4.7425,2.3361669,652.0,148.0,11.238979,31.10684,930.0918,31.38775,6.0,79.20505,0,4,112.2327,34.335
10.74525,16.754625,2370.0,491.0,8.721188,44.6382,401.18356,30.28275,6.0,94.75672,0,4,92.1827,26.935
-27.52825,-18.751999,237.0,69.0,13.414958,36.100292,890.84076,9.632,1.0,120.19462,0,0,91.5827,35.785
-29.77125,-21.204334,176.0,53.0,14.505584,28.894577,1370.8209,20.4305,1.0,117.80116,0,0,99.3827,46.735
-24.68425,-16.126083,329.0,75.0,12.323354,32.307026,933.5816,13.46025,4.0,91.341156,0,1,98.7827,35.885000000000005
-18.5995,-10.491125,410.0,130.0,13.120875,27.091755,1355.7899,29.831749,2.0,117.187225,0,2,120.5327,43.735
-17.17375,-8.55025,462.0,141.0,12.955,28.811937,1210.4902,27.79025,1.0,120.524796,0,4,117.8327,41.485
-27.32675,-18.770834,194.0,58.0,13.045729,34.963898,901.7379,9.9852495,1.0,119.480965,0,0,90.2327,36.635000000000005
-25.1815,-17.78725,177.0,57.0,13.180479,26.260382,1428.4529,25.01,1.0,126.06086,0,0,107.7327,46.385000000000005
-13.2435,-4.4055834,124.0,28.0,14.130833,30.417507,1211.74,33.21275,2.0,90.635796,0,3,83.1327,41.485
-23.5205,-14.218166,468.0,105.0,13.014646,34.195972,892.0474,14.5385,2.0,101.66791,0,4,100.9327,38.085
-31.4105,-22.012209,450.0,121.0,14.948625,29.565964,1334.6063,19.14975,3.0,107.67337,0,4,109.7327,49.585
-15.985,-7.124708,57.0,16.0,14.384375,29.94764,1245.8568,32.04675,0.0,94.42257,0,0,100.2327,41.135000000000005
-16.876,-7.8440833,72.0,18.0,14.592958,30.277733,1242.9467,31.321,0.0,87.85213,0,2,88.3827,41.685
-3.7015,2.8247917,786.0,175.0,10.372041,29.190088,954.7001,31.83125,11.0,75.38593,0,0,113.8327,33.535
-26.24475,-17.848375,447.0,142.0,13.567041,27.748575,1355.0898,22.648,3.0,119.54175,0,0,120.8827,47.235
-21.72,-13.084084,272.0,62.0,12.913542,34.05066,914.24316,16.2045,3.0,93.20767,0,1,98.5327,36.485
-23.55625,-14.146,60.0,18.0,15.317208,38.20753,910.7195,16.53325,1.0,102.98573,0,3,83.5827,33.185
-23.17925,-15.487875,216.0,62.0,12.59175,26.942148,1291.7489,23.557,2.0,106.35794,0,0,101.3327,45.685
-25.19975,-14.868333,386.0,94.0,14.014209,35.74506,900.79865,14.00625,1.0,109.020065,0,3,99.5827,38.085
-22.26675,-13.991875,642.0,147.0,12.100166,35.618843,792.32275,11.7045,6.0,98.252785,0,0,95.0327,32.035
-6.76875,-0.24716668,780.0,236.0,10.582833,29.273363,1003.7578,29.383,9.0,106.89752,0,0,118.3327,35.335
-19.7135,-10.286083,147.0,38.0,15.59675,42.495064,798.9168,16.989,2.0,86.83719,0,0,82.8327,31.335
-20.62475,-12.160375,115.0,31.0,13.225708,27.19199,1322.0696,28.0135,1.0,104.478966,0,0,104.7327,43.535
-2.5075,3.4466667,1043.0,184.0,9.614104,29.970789,833.1759,29.57075,14.0,65.7885,0,2,110.3827,32.035
-28.35275,-20.587708,226.0,64.0,13.674916,24.36272,1623.3777,27.77775,2.0,112.22585,0,3,117.0827,47.135000000000005
-17.7295,-8.859875,62.0,19.0,13.761833,27.807722,1322.1115,31.75975,0.0,107.75125,0,3,103.3827,41.885000000000005
-2.35725,3.5733333,938.0,200.0,9.291124,27.428686,936.01587,31.5165,16.0,65.79858,0,1,115.6827,32.585
-24.8925,-17.452791,174.0,53.0,13.131104,26.49657,1405.3143,24.66525,1.0,122.82735,0,4,107.2827,46.185
-2.11575,2.661,702.0,137.0,8.155229,27.908077,776.7847,27.106,4.0,81.934044,0,4,105.8827,33.585
-17.044,-9.011126,490.0,149.0,12.128917,26.914421,1270.4166,28.02075,2.0,114.58625,0,2,121.3327,42.035
-0.49425,5.025375,1396.0,253.0,8.755479,26.911573,887.9246,32.04,31.0,60.299107,0,4,115.4327,30.785
-17.54775,-7.747958,595.0,115.0,12.982479,36.803364,767.2087,17.7275,1.0,88.36084,0,3,102.9327,34.735
-24.38275,-14.907374,323.0,91.0,14.547292,38.695007,873.4052,13.212,1.0,117.862656,0,4,92.1327,33.685
-22.161,-14.199375,281.0,70.0,13.008062,37.58985,831.1724,12.44425,2.0,104.408875,0,0,88.2327,32.485
-23.79875,-16.4525,400.0,115.0,12.271354,26.464565,1299.654,22.57025,3.0,109.476906,0,0,117.4327,43.435
-25.82125,-17.689959,197.0,61.0,14.452541,28.024145,1433.4152,25.7505,1.0,120.79662,0,1,109.7327,46.485
-26.727,-17.847082,158.0,50.0,14.158396,36.087288,934.91644,12.50675,0.0,125.94281,0,4,88.8327,36.685
-17.54525,-9.505167,492.0,147.0,12.058208,26.631495,1277.6093,27.73275,2.0,113.02972,0,2,121.5327,42.235
-17.15625,-7.7863336,52.0,11.0,14.890208,29.381563,1326.3286,33.5225,1.0,64.62303,0,2,93.3827,42.985
-22.1085,-13.151834,159.0,51.0,15.122604,41.185528,822.21313,14.60975,2.0,124.89454,0,4,81.53269999999999,31.785
-5.301,1.7462084,559.0,143.0,10.976376,29.402647,986.9182,32.03025,3.0,93.64921,0,1,113.4327,35.235
-10.319,-2.2150002,39.0,8.0,14.439333,33.714508,1085.7062,32.50925,0.0,67.39665,0,3,81.53269999999999,36.885000000000005
-25.70925,-17.333958,248.0,67.0,14.502771,28.172344,1412.813,25.7695,2.0,108.33574,0,1,115.7827,45.585
-22.11025,-13.340375,64.0,19.0,14.650375,35.99048,988.3752,18.596,0.0,106.31058,0,3,91.8327,38.885000000000005
-21.234,-11.1362915,32.0,10.0,16.53525,37.36864,1038.4194,23.015,0.0,92.547226,0,4,93.5327,38.685
-15.81175,-5.4989586,61.0,17.0,16.734272,32.464733,1319.0339,35.73425,1.0,96.22429,0,3,83.2827,40.235
-19.0985,-10.348208,128.0,19.0,14.068459,40.599854,783.26245,15.5529995,3.0,45.404797,0,2,85.0327,31.185
-21.495,-13.611208,108.0,33.0,12.778042,25.200504,1427.6605,29.2105,1.0,111.84405,0,4,109.8827,43.885000000000005
-26.3795,-18.076208,242.0,69.0,13.257438,24.867641,1504.0037,26.9325,1.0,113.436516,0,3,114.9827,43.885000000000005
-27.08325,-17.803875,74.0,24.0,14.798896,36.3328,949.72363,13.64825,0.0,118.52379,0,0,84.8327,34.585
-14.90175,-5.585,30.0,9.0,16.533854,33.340263,1253.1078,34.6895,0.0,89.93917,0,1,88.6327,39.335
-16.655,-7.3942504,284.0,87.0,13.865875,30.402287,1157.376,28.953,2.0,107.45966,0,0,107.9327,38.835
-19.844,-9.516791,27.0,8.0,16.647709,37.613865,1037.1594,24.4155,0.0,91.957375,0,3,92.8327,37.535
-30.50825,-21.6585,179.0,50.0,14.706833,30.833714,1260.4602,17.189,1.0,101.88717,0,3,97.9827,46.935
-25.819,-17.890709,212.0,60.0,13.313749,25.339373,1490.4238,26.72275,1.0,112.88971,0,3,113.2327,44.885000000000005
2.141,6.32375,1035.0,227.0,7.2595625,25.629297,765.1778,30.46625,8.0,85.987144,0,3,106.1827,31.735
11.49125,19.35825,2123.0,432.0,9.351271,43.607864,387.83014,32.93525,2.0,94.067406,0,1,90.4327,24.585
-19.5415,-11.603541,389.0,124.0,13.398146,28.336973,1306.7267,27.74,2.0,119.89414,0,1,119.2827,43.785
-16.10925,-6.5907497,34.0,9.0,15.536041,31.543661,1257.833,33.14325,0.0,76.12365,0,0,92.5827,41.885000000000005
-23.3045,-13.3602085,53.0,18.0,16.309605,39.582813,920.72296,17.89925,0.0,113.657,0,2,82.8327,33.235
-25.74225,-17.6185,227.0,69.0,13.690729,26.120117,1474.6757,26.67225,1.0,119.70942,0,1,114.2827,47.485
-29.23675,-20.941,279.0,85.0,14.167645,25.376404,1595.9545,26.59325,2.0,112.797226,0,2,118.0327,46.535
-26.192749,-17.917,255.0,70.0,13.957188,26.07492,1502.0731,27.3345,2.0,107.90134,0,4,115.2827,44.635000000000005
-19.115,-10.638333,641.0,164.0,14.0616455,40.40645,800.7477,15.6855,12.0,93.8161,0,4,80.8327,30.785
4.475,7.7125,1214.0,158.0,4.7312503,18.925,742.8954,29.475,49.0,35.386585,0,4,122.7327,30.135
-24.2475,-14.8949585,467.0,119.0,13.331729,37.36183,825.4307,11.43525,3.0,110.79476,0,3,92.4827,32.435
-17.676,-7.9759583,352.0,95.0,14.018395,30.115677,1173.2396,28.8725,3.0,104.29197,0,1,109.2827,38.935
-12.50425,-3.1405416,36.0,9.0,16.546312,35.64844,1134.3026,33.911,0.0,78.334946,0,4,82.1827,36.835
-24.80525,-16.543917,252.0,72.0,13.754251,26.461931,1448.9684,27.17225,2.0,112.24771,0,0,116.1327,44.535
-16.4415,-7.9440417,112.0,26.0,14.149229,32.07569,1106.4882,27.6705,1.0,90.34353,0,3,98.3327,39.785
2.29175,7.8628335,1492.0,308.0,8.411667,41.705402,436.64355,22.461,6.0,86.5992,0,4,92.2827,27.085
2.01625,6.855875,1523.0,231.0,8.034208,26.211256,827.06726,32.668,44.0,50.911503,0,1,114.6327,27.335
-24.21625,-16.314291,138.0,44.0,13.698209,26.347776,1469.9865,27.77375,1.0,119.368034,0,1,109.5327,45.535
-18.3565,-9.465792,257.0,44.0,14.96948,43.44583,738.3918,16.099,1.0,63.38679,0,0,83.2327,30.235
-15.232,-5.7870417,91.0,21.0,14.583041,30.026182,1261.086,33.33575,1.0,85.535126,0,0,84.7827,41.685
-16.4315,-5.363125,34.0,10.0,17.660978,33.96554,1294.8115,35.56525,0.0,92.95515,0,0,81.5827,39.185
-18.699,-11.288542,170.0,43.0,11.688604,25.77549,1239.7194,26.64875,2.0,97.74886,0,1,107.4327,41.635000000000005
-19.75125,-11.959708,163.0,46.0,12.398334,25.914082,1320.6318,28.09275,1.0,108.51783,0,3,108.9827,42.485
-14.8045,-4.8391666,393.0,88.0,14.225813,47.48506,580.44586,15.154,3.0,89.38247,0,0,91.2827,28.285
-18.24625,-7.301417,721.0,127.0,14.792292,42.409092,686.6617,16.63375,3.0,84.83274,0,1,102.2327,32.935
-17.08225,-9.039708,151.0,37.0,12.859938,30.502699,1087.6534,25.07775,0.0,106.05773,0,1,85.8827,42.135000000000005
-18.95775,-8.823084,251.0,77.0,15.095208,45.732315,669.8756,14.05,1.0,126.33337,0,4,89.9327,28.585
-19.0345,-9.977166,75.0,22.0,13.681063,27.37951,1337.6588,30.93375,0.0,103.90703,0,4,103.8327,42.285
-25.06575,-17.45275,199.0,63.0,14.132688,28.036736,1411.6411,25.342001,1.0,121.84327,0,1,109.3827,46.335
-16.67675,-6.1127915,25.0,10.0,17.703375,34.043644,1307.6388,35.32525,0.0,98.234634,0,1,83.9327,38.335
-22.19775,-14.902833,122.0,37.0,12.648167,26.23271,1361.2388,26.0175,1.0,124.19489,0,4,106.6327,45.435
-11.724,-4.815167,870.0,174.0,10.353708,39.482933,591.70056,14.49925,9.0,82.243645,0,4,96.5827,29.135
-7.68725,-0.40195838,545.0,104.0,11.58175,30.360243,991.1271,30.4605,3.0,80.30845,0,3,109.7827,35.235
-28.51925,-20.600834,172.0,53.0,12.884,33.557545,951.30725,9.8745,1.0,120.10478,0,4,87.5327,37.335
-20.645,-11.293291,582.0,133.0,13.350708,38.46912,768.32916,14.06,4.0,101.96973,0,4,93.8327,32.085
-15.136,-5.1480417,34.0,12.0,16.752604,33.0151,1282.4545,35.60625,0.0,97.50276,0,4,86.6327,39.885000000000005
-24.4535,-14.541834,119.0,31.0,15.309208,34.778046,1061.05,19.56625,1.0,96.97962,0,1,95.3827,38.735
-28.87525,-19.360916,82.0,28.0,15.967187,37.79663,971.6341,13.36975,0.0,124.823425,0,0,84.2327,36.285
-17.576,-8.693958,111.0,29.0,14.026604,29.505312,1238.6843,29.96325,1.0,97.39454,0,4,105.1827,40.485
-25.3205,-17.755249,174.0,54.0,13.303583,26.49364,1422.0115,24.89375,1.0,125.81021,0,4,107.3327,46.485
-23.26525,-14.411667,321.0,73.0,11.39025,31.224985,883.01105,13.21275,3.0,92.707275,0,0,98.6327,35.235
-1.94875,3.805833,889.0,161.0,9.572687,29.895262,840.068,30.072,11.0,67.388145,0,1,109.9327,32.985
-28.46675,-19.893167,248.0,69.0,14.297501,26.800444,1490.8472,24.88125,1.0,115.465706,0,4,105.2827,47.935
-16.2555,-7.6462917,785.0,152.0,11.8645,40.148552,611.051,13.296,4.0,84.78773,0,0,102.8327,31.035
-5.6285,0.9191666,700.0,198.0,10.597834,29.174639,1000.4699,30.697,10.0,100.93018,0,4,117.4827,34.985
-14.197,-4.755833,90.0,23.0,14.974292,31.363058,1230.6897,33.548,1.0,97.982155,0,3,83.5327,41.085
-23.4155,-15.641042,135.0,31.0,13.0355835,34.513973,914.6508,14.3535,3.0,71.34636,0,4,78.0827,33.385000000000005
-15.129,-6.0203333,293.0,40.0,14.791854,47.174297,613.05396,16.22675,8.0,41.28024,0,2,86.6827,29.285
-25.79625,-16.176582,283.0,81.0,15.008938,39.583664,876.4725,12.12075,1.0,118.60145,0,0,92.2827,34.535
-12.74175,-5.1389165,768.0,130.0,10.956625,37.03408,644.99713,16.8435,4.0,77.768776,0,2,103.5327,32.035
9.27825,17.386126,1058.0,306.0,12.20252,38.843594,600.0565,40.69275,4.0,134.22624,0,1,83.0827,25.985
-22.4475,-14.473833,188.0,56.0,12.205208,25.68382,1309.544,25.0735,2.0,111.146095,0,0,101.5327,45.335
-20.46825,-13.299334,253.0,50.0,11.290937,29.32292,1017.0975,18.03725,3.0,74.66914,0,4,89.4327,43.535
-24.97075,-16.243834,138.0,43.0,13.930396,25.686552,1530.0205,29.2615,1.0,119.95151,0,1,110.7827,45.185
3.86525,7.677125,1041.0,221.0,6.5012913,24.149965,733.2914,30.78575,13.0,85.96816,0,1,105.2827,30.185
-24.23525,-14.633458,370.0,89.0,14.066042,37.9804,843.9075,12.79975,2.0,105.66487,0,1,94.7327,34.435
-16.73025,-6.2551665,35.0,10.0,16.737541,31.788843,1335.7174,35.922,0.0,81.80241,0,1,88.0327,40.785
-18.099,-11.158459,664.0,95.0,10.449166,29.985628,913.78735,16.74825,18.0,44.493664,0,2,75.4327,33.935
-17.59,-8.930708,448.0,140.0,13.106584,28.98981,1232.998,27.621,1.0,117.91626,0,1,119.6327,41.785
-25.8245,-17.773083,221.0,59.0,13.802437,26.024412,1497.0723,27.212,2.0,108.55415,0,1,114.7327,46.685
-13.2255,-4.345,12.0,4.0,15.150395,31.323181,1244.3948,35.142498,0.0,73.8549,0,4,91.7327,40.285
-16.17425,-6.549792,28.0,7.0,15.632084,29.073074,1414.5973,37.594,0.0,73.8549,0,4,90.5327,42.535
2.18175,7.0447083,1523.0,232.0,8.052896,26.148525,832.77136,32.9785,43.0,52.08529,0,1,114.6827,27.335
4.9795,11.4675,2184.0,415.0,8.814917,41.384098,455.94162,26.27975,9.0,87.79575,0,0,93.9327,27.385
-18.3635,-10.377375,358.0,85.0,9.375709,27.018358,860.5013,16.33775,1.0,104.04911,0,2,100.3327,36.735
-1.43075,3.9466665,1058.0,191.0,8.514167,25.77473,925.5661,31.60225,26.0,56.4585,0,3,118.8827,31.885
-19.3985,-9.59525,24.0,7.0,15.2335205,34.937263,1050.9021,24.204,0.0,77.84989,0,3,93.4827,37.735
-5.716,0.71270835,639.0,113.0,10.325937,29.23849,923.8832,29.60025,6.0,70.38098,0,2,109.3327,34.285
-23.52425,-14.213416,277.0,73.0,14.514916,39.43333,841.12933,13.2845,1.0,112.973625,0,1,93.2327,34.785
-14.088,-3.9884584,32.0,9.0,17.22371,35.345364,1200.3533,34.64175,0.0,77.430565,0,0,82.6827,37.335
-16.743,-7.34475,136.0,37.0,14.899333,30.631697,1242.7357,31.89725,1.0,95.20686,0,3,106.0327,39.585
-20.5355,-13.4522085,283.0,76.0,11.932188,25.18907,1338.8833,26.835,2.0,107.30825,0,2,114.4327,42.485
-19.939,-9.544875,26.0,7.0,15.607354,35.319546,1050.386,24.25,0.0,71.03934,0,3,93.5827,37.535
-27.16025,-17.222834,494.0,112.0,13.329062,35.641827,874.26306,10.237,5.0,93.86378,0,3,97.4327,34.135000000000005
-12.74525,-3.7722085,32.0,7.0,15.2890005,32.02874,1224.2046,34.99,0.0,69.125694,0,3,79.78269999999999,37.735
-16.07475,-5.8958335,24.0,7.0,17.256416,34.621716,1213.2064,33.768,0.0,66.666664,0,0,93.7827,40.035
4.865,10.979375,1446.0,384.0,10.793,42.4299,517.77637,30.30225,9.0,102.01989,0,3,81.8327,28.735
-7.8945003,-1.0405,816.0,256.0,10.717125,29.0766,1020.5612,28.963749,10.0,109.311386,0,0,118.6827,35.735
-27.986,-19.403208,318.0,90.0,15.049625,29.265049,1404.8192,23.43925,2.0,116.606155,0,4,110.5827,48.235
-24.08975,-14.878166,304.0,75.0,13.952021,38.111164,838.40735,12.519,2.0,106.75159,0,2,94.2327,34.935
-18.252,-10.331959,437.0,135.0,12.527333,26.35336,1343.2751,29.284,2.0,113.905914,0,3,120.9827,43.035
-15.784,-5.7270417,354.0,88.0,13.762375,46.577515,584.7463,13.76325,2.0,102.32928,0,1,92.9327,28.585
-20.338,-12.455,678.0,149.0,11.332376,35.424744,749.50543,11.652,6.0,94.50116,0,4,94.6827,31.235
-16.52675,-8.500125,658.0,119.0,10.533646,32.498215,752.1544,15.88625,2.0,83.773964,0,3,103.8327,34.235
-4.74675,1.7017083,678.0,184.0,10.607437,29.474928,985.2649,31.241251,9.0,92.48066,0,2,115.2827,34.635000000000005
2.69675,7.7537084,1504.0,229.0,8.279666,26.726923,824.3765,33.6755,43.0,51.162354,0,1,114.7827,26.935
