bio6,bio11,bio12,bio13,bio2,bio3,bio4,bio5,bio14,bio15,label,fold,decimalLongitude,decimalLatitude
-22.32,-14.170042,211.0,57.0,12.942646,25.215075,1433.3986,29.009,1.0,109.62168,0,2,113.4827,43.185
-28.594,-19.897917,175.0,56.0,13.767021,35.529858,921.0383,10.15375,0.0,126.38641,0,3,87.9827,36.485
-16.4325,-7.476917,487.0,152.0,13.030604,29.155315,1199.573,28.26125,2.0,122.580795,0,4,118.3327,41.035
-23.91125,-15.012292,163.0,49.0,13.357479,25.945166,1408.1849,27.57225,1.0,108.63593,0,0,102.9327,45.185
13.041353,17.590977,1731.0,379.0,6.9721174,37.218704,436.24307,31.774185,17.0,97.455284,0,2,120.2327,23.235
-21.755,-13.124,153.0,36.0,14.197541,42.017303,755.3319,12.03475,2.0,81.820015,0,0,83.1327,31.085
-20.2265,-9.537791,335.0,80.0,15.644875,38.101315,929.607,20.83475,1.0,102.6662,0,2,100.0827,36.135000000000005
-19.33075,-12.086667,95.0,29.0,11.623813,24.087559,1376.5322,28.92575,0.0,113.91557,0,3,107.9327,43.685
-22.39375,-15.621875,184.0,30.0,11.087271,29.800886,963.29846,14.81075,4.0,48.372864,0,3,77.1327,33.535
-24.6845,-16.252167,70.0,26.0,13.770979,36.474583,886.51025,13.0705,0.0,139.78668,0,0,81.03269999999999,32.935
-17.658,-8.416041,448.0,137.0,13.512792,29.59632,1229.0657,27.999,2.0,116.129364,0,0,119.3327,41.635000000000005
9.858,17.911041,2551.0,465.0,10.155125,44.92573,441.8438,32.46225,14.0,83.598755,0,0,93.7827,26.985
0.30225,5.50775,1547.0,242.0,8.024083,26.63773,792.7943,30.42525,40.0,48.50146,0,1,120.2827,28.785
-27.13125,-19.729584,238.0,71.0,11.459479,21.567232,1564.1094,26.0025,2.0,115.541916,0,3,117.5827,47.735
-16.77975,-7.632625,457.0,120.0,13.945042,32.060146,1097.3523,26.71675,2.0,107.91839,0,2,111.9327,38.185
7.8195,13.665167,2069.0,425.0,8.676416,41.9698,447.41983,28.4925,5.0,93.724655,0,0,92.7827,27.185
-15.64625,-7.102542,550.0,172.0,12.301917,28.80505,1164.3187,27.06125,2.0,122.557724,0,0,119.8327,40.735
-15.35275,-7.708208,622.0,129.0,11.032958,38.54982,647.9326,13.26725,5.0,89.13942,0,3,94.4827,29.685
-21.308,-12.605417,372.0,106.0,14.071584,41.07502,773.7893,12.95025,5.0,108.00687,0,4,81.03269999999999,31.035
-17.38375,-7.1845,195.0,47.0,15.447437,33.936985,1099.1317,28.13425,2.0,100.04677,0,4,100.2327,39.035
-12.89275,-5.1377916,32.0,8.0,13.897,33.19598,1055.6979,28.97075,0.0,74.76485,0,2,80.2327,36.685
-27.52925,-18.725582,193.0,59.0,13.846437,35.654305,941.70306,11.306,1.0,122.03562,0,4,89.0327,35.885000000000005
-15.36975,-5.4666667,45.0,14.0,16.216917,31.886658,1308.3978,35.48825,0.0,98.796585,0,4,85.3327,40.385000000000005
-28.781,-19.764875,61.0,20.0,14.432979,35.95369,928.7879,11.36225,0.0,121.49801,0,3,82.8327,34.635000000000005
-25.16125,-15.479834,375.0,93.0,13.427667,35.384853,881.96027,12.78625,1.0,109.06241,0,2,99.2327,38.135000000000005
-28.533,-20.561209,250.0,73.0,13.86975,24.792536,1612.6335,27.41025,2.0,112.01742,0,3,117.5327,46.835
-21.42075,-11.8185835,273.0,64.0,14.229271,37.084126,895.0292,16.9495,0.0,104.473595,0,1,99.0327,36.935
12.928572,15.8785715,2425.0,363.0,4.591666,25.713331,489.51932,30.785715,127.0,33.345566,0,3,129.0827,28.235
-15.26525,-6.6491666,85.0,22.0,14.41075,31.651283,1158.1584,30.2645,1.0,95.31078,0,0,99.5827,40.435
-20.1785,-10.073167,405.0,101.0,13.719916,42.711567,668.1575,11.94375,3.0,107.03633,0,1,92.1827,29.735
-3.13475,2.0332916,1279.0,213.0,8.192667,27.729452,781.4084,26.41025,21.0,62.837234,0,0,110.1327,31.285
-1.22825,4.125083,1086.0,190.0,8.432,25.67581,917.5262,31.612,27.0,55.079247,0,2,118.5327,31.685
-24.6105,-16.722376,313.0,92.0,13.301521,26.322313,1411.1187,25.92275,3.0,111.020226,0,1,117.5827,44.585
-25.35725,-16.5325,143.0,44.0,14.106833,25.854448,1536.8375,29.20525,1.0,120.63779,0,1,111.0327,45.185
-15.868,-7.385625,93.0,22.0,14.394834,31.965788,1134.9537,29.164,1.0,86.6443,0,3,98.2827,39.835
-26.416,-18.49796,263.0,77.0,13.732125,27.03028,1440.8601,24.38675,1.0,118.345314,0,4,112.6827,47.235
10.39725,18.714,1594.0,348.0,10.499979,41.55898,451.58072,35.6625,2.0,96.7734,0,0,88.9827,24.285
4.05,7.990196,1509.0,209.0,5.7501225,22.280947,748.99854,29.857353,51.0,43.662422,0,2,121.0327,28.135
-25.631,-16.958458,46.0,17.0,14.124812,35.795265,928.21814,13.829,0.0,126.26187,0,1,81.0827,33.585
-19.72825,-11.296417,108.0,30.0,13.177125,27.18236,1313.9077,28.7485,1.0,105.39967,0,1,104.9827,43.185
-26.4355,-17.74025,159.0,50.0,14.116375,36.524555,916.7992,12.2135,0.0,124.78696,0,0,88.6827,37.335
-8.26925,-1.4979167,591.0,110.0,10.516937,29.412249,933.7235,27.48775,4.0,78.45453,0,3,109.2327,35.085
-29.49525,-21.829166,472.0,142.0,12.585813,24.594635,1473.4106,21.67775,3.0,115.75828,0,1,120.8827,48.335
-9.7525,-3.2836666,628.0,145.0,10.03602,29.145462,908.95386,24.68175,4.0,87.859245,0,0,111.9827,35.335
13.989796,16.614286,2117.0,244.0,4.1141157,25.136118,451.82352,30.357143,112.0,25.310398,0,1,128.1827,26.585
-14.17325,-4.4802504,360.0,113.0,14.968375,46.00063,646.0448,18.36625,1.0,126.58231,0,2,88.4327,29.035
-16.12225,-4.988167,38.0,10.0,17.584126,34.00642,1280.3557,35.586,0.0,87.93386,0,1,80.78269999999999,39.935
-27.494,-19.075542,146.0,48.0,13.7056875,35.21706,932.3502,11.42375,0.0,128.06725,0,3,87.4827,36.735
-12.9915,-3.5275,391.0,109.0,14.193666,43.784637,657.9935,19.4255,1.0,125.41896,0,0,91.0827,29.635
-25.39175,-18.367332,155.0,27.0,11.245,29.232279,1002.70935,13.076,4.0,50.57472,0,2,76.3827,34.085
-9.441,-3.0244584,662.0,173.0,10.405146,29.566164,942.71027,25.751749,5.0,97.04885,0,1,113.5827,35.735
-19.23125,-11.9285,152.0,40.0,11.487896,25.895073,1213.6613,25.132,1.0,101.26025,0,0,106.5827,41.085
-20.01675,-11.13125,312.0,89.0,13.515583,41.06208,728.9294,12.89825,2.0,121.97199,0,4,89.1327,30.285
-9.84075,-2.0932083,708.0,142.0,11.260479,45.36446,521.87994,14.9815,5.0,76.32665,0,2,88.9327,27.485
-25.92925,-17.396292,160.0,46.0,13.682479,35.519993,922.96545,12.59125,1.0,113.72242,0,1,87.3327,34.185
-28.54575,-19.734625,251.0,71.0,14.945146,27.901995,1493.2776,25.01725,1.0,118.38297,0,3,110.7327,47.035
8.81025,16.957083,1111.0,346.0,12.397625,40.490303,586.8288,39.429,5.0,133.98976,0,3,83.3327,26.485
-26.74375,-18.032166,317.0,98.0,14.417729,28.024431,1413.958,24.70325,2.0,121.14553,0,0,112.7327,48.535
-25.21625,-16.007416,167.0,53.0,14.089645,27.285025,1402.461,26.4225,1.0,114.39438,0,2,103.4827,45.585
-24.64125,-16.955418,233.0,66.0,13.476791,28.903717,1289.2616,21.98525,2.0,107.52125,0,4,100.6827,46.185
0.98975,7.463042,1345.0,277.0,9.817479,42.5174,492.64682,24.08025,5.0,90.27732,0,1,93.2327,27.985
2.718,6.9617085,987.0,228.0,6.928354,25.379515,740.9384,30.017,8.0,93.63645,0,2,105.0827,30.835
8.27975,15.619583,1942.0,565.0,11.052063,44.402733,499.3019,33.17025,8.0,118.12255,0,4,85.2827,27.235
-24.806,-16.791166,253.0,72.0,13.350875,28.855995,1260.6599,21.46125,1.0,113.140976,0,1,103.1827,46.585
-28.191,-20.4455,376.0,95.0,12.475708,24.870586,1387.0006,21.9715,4.0,95.86571,0,2,110.3327,52.535
-0.675,4.5025415,1328.0,216.0,8.216001,25.77791,872.64825,31.19725,35.0,49.063652,0,2,119.0327,30.535
-29.9435,-20.848917,462.0,124.0,15.1484375,30.531048,1298.7136,19.673,3.0,106.13989,0,0,110.7327,49.685
-17.50475,-7.452958,54.0,14.0,16.7285,35.728817,1115.4404,29.316,1.0,81.86408,0,0,95.0327,39.885000000000005
-11.857,-3.050625,633.0,141.0,12.706208,42.461952,630.6615,18.06675,1.0,103.56847,0,2,100.5827,30.435
-25.142,-15.9070835,373.0,89.0,13.637063,36.89956,853.9485,11.81525,3.0,103.22534,0,2,95.1827,34.735
-26.039,-17.76175,214.0,61.0,14.080812,26.943253,1468.7455,26.222,1.0,115.28658,0,2,111.4827,46.485
3.5915,7.6060834,1173.0,210.0,7.2391872,24.999352,776.61584,32.549,15.0,70.91517,0,3,107.0827,31.035
-18.17225,-9.926959,87.0,26.0,12.845021,26.803877,1303.0024,29.75,0.0,113.60422,0,1,105.3327,42.635000000000005
-14.845,-6.1865416,113.0,30.0,14.210688,30.937525,1176.9167,31.0885,1.0,92.84638,0,2,104.0827,39.085
-26.228,-17.856874,213.0,60.0,13.983896,26.473495,1490.2273,26.59425,1.0,114.1638,0,3,111.5327,46.485
-20.8935,-12.139125,426.0,115.0,13.435875,37.63656,846.35815,14.8055,2.0,117.744484,0,2,90.6327,31.885
-25.5955,-17.002666,180.0,50.0,13.815687,36.117554,913.1533,12.6565,1.0,111.0065,0,1,87.3827,33.685
-25.66425,-17.053167,44.0,16.0,14.634438,35.925514,956.4494,15.07125,0.0,122.7015,0,0,80.28269999999999,33.935
-8.6865,-0.9815417,433.0,137.0,11.542,28.308296,1093.7351,32.086,3.0,124.18587,0,4,114.9827,38.085
4.9952383,8.298412,1563.0,206.0,4.5436506,18.556334,739.61957,29.480953,63.0,39.59523,0,2,121.4827,28.085
3.6395,9.02975,1659.0,370.0,8.474229,42.543446,428.64813,23.5585,7.0,89.41055,0,4,91.9827,27.085
-16.32425,-6.910875,37.0,9.0,15.573063,32.333073,1221.8466,31.84025,0.0,76.35044,0,0,92.5327,41.635000000000005
-13.3897505,-5.6630416,808.0,146.0,10.68025,37.365414,620.5702,15.1935,6.0,79.342384,0,0,103.1827,31.185
-22.69475,-15.898167,122.0,39.0,12.158021,25.11845,1393.3248,25.708,1.0,120.80252,0,4,108.2327,45.285
-25.38775,-16.665083,159.0,48.0,13.860541,36.196964,916.0455,12.90425,1.0,118.37999,0,4,89.7327,36.685
-1.08725,3.4644167,1442.0,222.0,7.481437,26.025558,775.4333,27.65925,26.0,60.554462,0,4,109.6827,30.285
-24.3765,-15.380041,184.0,50.0,14.075104,26.068508,1486.9879,29.61625,1.0,106.34343,0,1,112.2827,43.535
-17.46175,-8.1665,283.0,85.0,13.925542,30.023106,1180.022,28.921,2.0,107.68608,0,0,108.2827,39.485
0.36175,5.7518334,1832.0,333.0,8.3081455,28.404402,754.7048,29.61125,43.0,58.32615,0,0,118.6327,28.235
-16.483,-6.056083,35.0,12.0,17.191584,32.989048,1330.2842,35.63,0.0,103.544334,0,2,84.2827,39.335
-16.0,-5.5275416,24.0,9.0,17.772917,34.95681,1258.2026,34.8425,0.0,93.20337,0,1,83.9827,37.885000000000005
-18.43025,-11.0765,51.0,19.0,11.95075,24.96175,1337.5739,29.446001,0.0,121.3203,0,2,99.6327,43.035
-4.65325,0.495875,805.0,141.0,8.496104,28.627617,787.9343,25.02475,7.0,70.81121,0,1,108.1827,33.435
2.2435,7.3234167,1662.0,305.0,8.003166,25.526812,848.41364,33.5955,44.0,61.851116,0,3,116.1827,28.085
-9.9675,-3.5695417,561.0,104.0,10.182563,29.330826,883.53186,24.74875,3.0,81.218285,0,0,105.5827,35.135000000000005
-18.89125,-10.055292,196.0,46.0,13.865896,35.109535,947.5607,20.602,2.0,94.93635,0,0,97.6827,36.885000000000005
-3.20575,3.1457918,770.0,148.0,10.406,30.90218,879.3659,30.46825,8.0,70.59986,0,3,110.7327,33.585
-20.2165,-12.557416,195.0,32.0,12.360104,26.968138,1252.8529,25.61575,4.0,57.660564,0,4,89.2327,43.685
-18.84525,-9.823,73.0,22.0,14.8463335,32.18543,1173.8208,27.28225,1.0,95.64799,0,4,97.0327,41.935
-24.1125,-15.399333,140.0,42.0,13.823146,26.269382,1454.5438,28.50825,1.0,116.4347,0,1,111.3327,44.135000000000005
-17.22425,-8.374541,63.0,18.0,13.741563,27.635952,1330.5482,32.49925,0.0,101.22163,0,4,103.6827,41.685
-15.25075,-6.208625,123.0,32.0,14.8465,32.087185,1167.9111,31.0185,1.0,88.89899,0,2,104.0327,38.935
-17.22625,-9.175167,345.0,76.0,12.173229,32.518528,920.2193,20.2085,2.0,94.31525,0,0,102.6827,37.435
-16.07325,-6.363458,25.0,7.0,16.183187,31.756336,1305.788,34.88725,0.0,75.058914,0,2,89.6327,40.435
-15.4825,-6.2772083,84.0,21.0,14.682667,31.091042,1203.061,31.74225,0.0,93.99589,0,1,102.2827,39.785
-23.84025,-16.747625,151.0,50.0,13.334708,26.539902,1431.7089,26.40375,1.0,126.40527,0,1,108.9327,45.985
-13.7965,-3.1777918,704.0,147.0,14.790916,46.90578,602.6244,17.73675,1.0,97.60605,0,3,101.5827,30.085
-23.465,-14.531709,113.0,32.0,14.460104,37.28104,911.5843,15.32175,0.0,111.913734,0,2,91.7327,37.285
-25.49925,-18.007875,221.0,63.0,13.4348545,25.976507,1473.021,26.22,1.0,115.98556,0,0,114.2327,46.585
-28.749,-20.187666,283.0,75.0,14.475771,27.759813,1450.6322,23.3975,2.0,115.23049,0,1,106.2827,48.085
-2.8517501,3.3115,936.0,201.0,9.695625,28.149975,941.6958,31.591,15.0,67.76372,0,0,114.7827,32.685
-6.4355,-0.032125037,870.0,254.0,9.96225,28.242674,985.7463,28.83825,11.0,103.95727,0,0,118.9327,35.185
1.7245001,6.488917,1371.0,196.0,7.443604,23.758142,861.67566,33.05525,45.0,47.260635,0,0,112.6827,28.285
0.0945,5.3708334,1436.0,249.0,8.508875,26.253654,884.38745,32.50475,37.0,56.171967,0,3,114.8327,29.735
-24.50175,-14.943001,126.0,39.0,14.448355,27.351099,1430.5319,28.32375,1.0,109.835915,0,1,103.5827,45.035
-20.3355,-12.180667,203.0,56.0,12.949563,26.404507,1342.9419,28.7075,1.0,111.99411,0,1,112.8827,42.535
-16.28525,-6.5872083,74.0,19.0,15.44925,31.351849,1243.519,32.99175,0.0,96.275085,0,1,101.4827,40.185
-15.51525,-5.3762918,41.0,14.0,16.742563,32.68994,1306.3613,35.701,0.0,104.18599,0,3,84.7827,39.885000000000005
-19.717,-11.478874,68.0,22.0,13.287104,28.73866,1236.2772,26.51725,1.0,99.567245,0,4,96.4327,43.235
-13.35275,-4.0779166,31.0,6.0,15.599584,32.1098,1238.7705,35.22925,0.0,66.74201,0,3,79.1827,38.435
-24.397501,-16.21296,435.0,124.0,12.895604,27.185125,1305.5682,23.03875,3.0,109.91597,0,4,117.3327,42.385000000000005
-32.3735,-21.960499,366.0,97.0,15.891812,28.62049,1447.668,23.1525,3.0,105.13729,0,1,110.6827,51.785
-14.2960005,-5.5579586,436.0,108.0,13.049958,29.978367,1110.4124,29.23525,2.0,100.03623,0,0,109.7827,37.735
-22.68675,-13.980124,83.0,28.0,15.3289585,35.638588,1038.6096,20.3255,0.0,122.52197,0,3,86.5827,37.535
-24.585,-17.392876,260.0,75.0,12.375396,28.076925,1225.7256,19.49175,2.0,111.37704,0,0,101.1827,46.035
2.62375,7.9267917,1764.0,329.0,8.432354,26.879242,831.4552,33.995,50.0,62.348164,0,3,116.8827,28.235
20.4,23.133333,2690.0,350.0,5.0208335,43.65942,234.81004,31.9,94.0,35.372356,0,1,121.9827,20.935
-2.65125,3.379625,980.0,202.0,9.568,28.082327,935.3079,31.42,16.0,65.51441,0,0,114.5827,32.635000000000005
8.852,17.038668,1008.0,273.0,11.753125,42.5568,537.06256,36.4695,2.0,121.061676,0,3,85.4827,26.135
-20.2185,-10.501833,83.0,19.0,15.884229,40.789455,862.879,18.7235,2.0,67.15576,0,2,84.3327,32.285
-22.525,-12.491708,563.0,120.0,14.055458,39.65344,771.7742,12.92075,4.0,92.56245,0,3,98.4327,33.035
-17.166,-8.112333,104.0,24.0,14.703021,32.690815,1121.2073,27.81,2.0,86.02489,0,3,98.7827,39.785
-14.334,-5.968625,277.0,67.0,13.0415,32.149834,993.42444,26.23075,0.0,95.68141,0,0,103.8827,36.635000000000005
-25.05825,-16.905083,58.0,18.0,13.780375,34.368237,965.34625,15.038,0.0,110.817505,0,0,79.28269999999999,33.835
-26.22925,-17.343416,287.0,84.0,13.834105,37.16972,883.6557,10.9895,1.0,120.674164,0,4,91.1827,34.635000000000005
-13.6575,-3.9335,377.0,128.0,14.831583,44.801304,664.4039,19.44775,1.0,140.34192,0,4,88.6827,29.235
-17.1045,-7.3592086,171.0,40.0,14.826917,32.447926,1115.205,28.59,2.0,93.035164,0,0,101.3327,39.085
-22.301,-14.558666,115.0,36.0,13.0535,26.708885,1362.9608,26.57225,0.0,130.52052,0,4,106.3327,45.435
-13.91925,-5.70025,31.0,8.0,15.00825,35.951565,1013.48785,27.8265,0.0,79.342896,0,3,80.53269999999999,36.485
-11.91225,-5.549875,495.0,99.0,9.974958,28.891989,892.29315,22.61275,3.0,83.107994,0,0,105.2327,35.385000000000005
-14.947249,-5.2565417,40.0,12.0,15.8151455,31.320532,1301.9268,35.54725,0.0,92.48235,0,0,86.2827,40.935
-25.5375,-16.55925,313.0,74.0,12.967375,34.714825,882.2385,11.8165,3.0,95.43621,0,4,97.0827,35.685
-17.17675,-7.896167,39.0,13.0,14.894813,29.370798,1325.2145,33.53625,0.0,97.85366,0,2,100.8327,41.635000000000005
0.6875,5.8514166,1150.0,168.0,7.536979,24.203724,862.4347,31.82725,28.0,50.24156,0,1,111.9827,29.885
-24.10775,-14.898209,140.0,37.0,14.280209,34.159092,1019.0679,17.69725,2.0,97.11917,0,1,95.5327,39.335
11.080501,19.801416,1371.0,356.0,11.789562,43.485466,449.89188,38.192,3.0,112.898415,0,4,87.5327,24.085
-18.20875,-9.028916,172.0,24.0,15.141126,44.796227,720.7126,15.59125,3.0,44.609783,0,2,85.8827,30.385
14.072904,17.321936,2171.0,358.0,5.44957,34.167274,377.1105,30.022581,69.0,54.292137,0,4,121.5327,23.785
-30.12525,-20.950874,392.0,109.0,14.224,27.817108,1370.9454,21.00875,3.0,113.40534,0,4,109.1327,50.085
16.6,19.13889,2248.0,250.0,3.8694446,25.456873,410.07355,31.8,141.0,19.011969,0,0,129.0327,26.135
-26.31575,-17.135834,275.0,79.0,14.751896,30.081661,1307.4113,22.72375,1.0,117.24217,0,2,102.4327,47.585
-18.02625,-8.746042,538.0,121.0,13.912917,40.189835,758.61633,16.59175,2.0,100.6342,0,1,96.1327,32.635000000000005
0.19175,5.525083,1377.0,244.0,8.662708,26.377924,901.16504,33.0325,34.0,57.249977,0,3,115.2327,30.435
-28.19675,-20.163334,243.0,70.0,13.863396,25.018536,1588.6287,27.21575,2.0,111.11038,0,2,117.2327,46.335
-26.59275,-18.800083,197.0,54.0,13.14725,23.994177,1578.2814,28.20075,2.0,110.373405,0,2,116.3327,47.785
-21.58525,-13.054167,688.0,149.0,12.161709,36.989006,755.5853,11.294,6.0,94.21438,0,3,93.8327,31.085
-15.644,-5.669625,24.0,7.0,17.108707,33.65802,1273.7272,35.187,0.0,79.13676,0,1,89.4827,39.635000000000005
-23.0025,-14.664166,60.0,23.0,13.909354,35.88284,917.27423,15.76075,0.0,139.26213,0,0,80.53269999999999,32.835
-16.4455,-7.0442915,29.0,9.0,15.403292,31.66551,1245.7687,32.19825,0.0,97.03851,0,0,91.6827,41.535
-2.7005,3.9753335,941.0,163.0,10.353729,29.8824,920.7601,31.94775,14.0,63.13388,0,3,112.0827,32.785
-22.494751,-11.914166,661.0,129.0,14.130375,39.307545,761.9337,13.4535,3.0,89.4232,0,0,100.2327,33.285
0.9783715,5.6567855,990.0,157.0,7.02765,23.512852,849.70605,30.86692,37.0,48.84354,0,4,121.6327,30.835
-21.581,-12.344,158.0,48.0,14.0005,27.5412,1369.4823,29.25375,1.0,115.47296,0,0,111.2327,42.785
-17.003,-8.653417,42.0,14.0,13.765688,28.07147,1318.4565,32.035,0.0,104.875534,0,1,99.8827,42.035
-14.80875,-5.2415833,14.0,5.0,16.393354,33.407757,1231.7191,34.26175,0.0,83.107994,0,2,90.5327,39.785
-18.9935,-9.743042,312.0,89.0,14.202105,28.967628,1275.3093,30.034,4.0,106.761086,0,2,109.6827,40.185
-16.62475,-7.0939584,35.0,9.0,15.517792,30.397688,1316.5116,34.4245,0.0,78.0962,0,4,90.1327,41.885000000000005
-21.02175,-13.500125,257.0,77.0,12.2543955,28.313568,1174.3015,22.25925,2.0,115.85182,0,1,102.4827,45.835
-0.729,4.3583336,1478.0,230.0,7.8448334,25.191536,842.9048,30.41175,40.0,46.685944,0,2,119.6827,29.735
-22.96175,-14.527875,175.0,37.0,13.454354,40.63808,749.93604,10.146,2.0,76.295135,0,1,83.2827,30.735
8.93675,16.98225,1160.0,355.0,12.4123125,41.030743,580.8006,39.188,4.0,131.70316,0,3,83.6327,26.485
-24.90875,-15.782375,265.0,70.0,14.338896,39.064175,846.6536,11.79725,1.0,113.08071,0,1,92.9327,35.185
-22.792,-15.775625,120.0,38.0,12.302375,25.13921,1407.2507,26.145,1.0,122.45915,0,0,107.9327,45.385000000000005
-20.29375,-12.848792,656.0,146.0,11.109813,34.93734,764.13745,11.5055,6.0,93.20671,0,0,95.5327,31.135
-18.1495,-9.446584,75.0,22.0,14.54675,32.060898,1158.3898,27.22275,1.0,93.94143,0,4,97.1827,41.785
-20.4165,-11.192458,458.0,119.0,14.036917,31.597065,1128.0979,24.00825,4.0,105.56217,0,3,112.0327,39.435
-14.1432495,-7.391208,201.0,35.0,11.155771,36.954018,725.4967,16.045,6.0,54.733883,0,3,86.5327,30.885
-16.39125,-6.649667,683.0,142.0,13.371479,42.632187,640.7251,14.9735,2.0,97.35674,0,4,100.9827,30.885
-16.664751,-5.766417,30.0,10.0,17.790375,34.01715,1311.6759,35.6335,0.0,97.081726,0,1,82.9827,38.735
4.01025,9.132083,1639.0,280.0,8.496625,32.06637,644.639,30.50725,39.0,59.489307,0,2,117.6827,26.185
-18.816,-9.814834,72.0,21.0,13.667396,27.299849,1340.9152,31.248,0.0,103.37532,0,4,103.5827,42.185
-30.79575,-21.788042,295.0,78.0,14.694959,26.456072,1562.5616,24.749,2.0,114.69449,0,0,105.9827,48.685
-17.633,-7.7924166,30.0,8.0,15.441792,35.439713,1043.4423,25.939,0.0,80.35173,0,3,94.3827,36.885000000000005
-11.0807495,-4.406958,508.0,99.0,10.401646,29.171808,909.8881,24.57575,3.0,82.25899,0,0,105.7327,35.335
-22.48875,-14.5065,658.0,149.0,11.575271,34.242565,800.70593,11.315,7.0,97.388985,0,0,94.5327,31.985
-18.05275,-10.506583,659.0,138.0,10.884708,37.545452,671.6259,10.938,7.0,85.545006,0,4,96.1827,29.985
9.11725,17.090876,1487.0,412.0,12.341353,44.44572,530.0209,36.8845,2.0,125.67635,0,3,83.7327,27.285
-22.022501,-13.203083,158.0,44.0,13.5465,26.66096,1387.0336,28.78775,1.0,108.47451,0,0,111.3327,43.035
-13.50675,-4.6028333,126.0,28.0,13.895979,30.191586,1201.7843,32.51925,2.0,88.1733,0,3,82.6827,41.485
-17.11175,-8.750083,365.0,93.0,13.420917,40.16555,761.8974,16.30225,2.0,110.433945,0,0,88.6827,30.785
-25.71775,-16.895292,480.0,114.0,12.607208,34.975574,850.44885,10.328,4.0,103.05485,0,1,94.9327,33.935
-21.89925,-13.986083,108.0,33.0,13.255417,26.78146,1376.0066,27.5955,0.0,119.01108,0,2,105.5327,45.135000000000005
-25.828,-18.532166,478.0,154.0,12.400875,25.78225,1373.3622,22.2705,2.0,122.13615,0,1,121.5827,47.935
-27.128,-18.779167,261.0,78.0,13.936021,26.522825,1484.2638,25.4155,1.0,119.85397,0,0,112.8827,47.535
-21.688,-10.575417,607.0,127.0,14.542042,39.660294,768.71576,14.9785,2.0,92.889626,0,2,101.2327,34.585
-16.2865,-7.6117086,444.0,87.0,11.868979,43.505196,583.0142,10.99525,6.0,74.87083,0,0,92.2327,27.785
-24.78175,-15.243584,401.0,108.0,14.114104,38.41252,847.07825,11.96175,2.0,114.200714,0,0,92.6327,33.185
-6.66575,-0.04837505,615.0,191.0,10.435396,27.652773,1046.734,31.0715,6.0,110.76191,0,4,116.2327,36.285
-2.03075,2.8504584,729.0,155.0,7.9946666,28.294195,738.20166,26.22475,3.0,87.841446,0,3,105.0327,32.735
11.72125,19.474209,2060.0,401.0,9.6005,43.454937,384.6157,33.81425,4.0,96.03184,0,1,89.7327,25.085
-19.384,-8.97625,724.0,141.0,14.289229,41.84224,700.64294,14.76625,3.0,88.32939,0,0,100.8827,32.385000000000005
-22.65425,-11.825708,727.0,136.0,14.321729,39.98417,749.3326,13.16425,4.0,87.31474,0,0,100.8827,33.035
8.79775,16.632917,1815.0,551.0,11.666083,44.56744,519.0167,34.974,5.0,122.73538,0,4,85.1827,27.035
-1.1435,3.6597917,1447.0,241.0,7.598937,24.698336,857.86584,29.6235,35.0,50.738075,0,2,118.5827,30.535
-23.58275,-15.895292,232.0,66.0,12.48323,26.925562,1285.095,22.77925,2.0,106.81271,0,0,101.4327,45.935
-6.26575,0.9440002,570.0,103.0,11.430417,30.303131,981.7848,31.4545,5.0,73.78029,0,3,109.8327,34.935
-26.22175,-17.867083,297.0,90.0,14.197375,27.573608,1429.3853,25.26725,1.0,120.12185,0,0,112.8327,48.235
1.30975,5.7549167,1431.0,240.0,7.395208,23.134605,907.2461,33.27575,40.0,51.17141,0,4,116.2827,29.985
-16.8175,-7.134042,579.0,126.0,14.268979,44.72964,650.9745,15.083,4.0,92.34013,0,1,97.5327,30.885
-21.41875,-12.977375,76.0,26.0,12.334541,23.886675,1437.5999,30.219,1.0,117.640205,0,3,101.0327,43.935
-28.241,-21.745,243.0,72.0,11.500396,24.934053,1339.8694,17.88225,1.0,117.10893,0,1,99.6827,48.185
-4.3337502,2.1954167,760.0,206.0,10.358938,28.824268,983.95026,31.6045,14.0,88.64028,0,2,116.0327,33.835
-11.95875,-4.0277915,475.0,103.0,11.8975,30.231997,996.9852,27.39525,3.0,88.597145,0,3,107.6827,36.335
-27.45025,-19.595583,231.0,66.0,13.584,25.801304,1494.9469,25.19825,1.0,114.93121,0,4,114.0827,45.435
-30.33,-21.172249,377.0,106.0,14.519709,27.695757,1427.8888,22.09575,3.0,114.17639,0,2,108.3327,48.785
-13.7255,-5.938375,391.0,86.0,12.021605,31.821075,930.0605,24.05325,2.0,88.50928,0,0,104.4827,35.985
-26.4355,-17.213459,48.0,17.0,14.909854,36.89211,928.2958,13.97925,0.0,122.40024,0,2,82.4327,34.285
-19.48275,-10.85225,545.0,143.0,14.392437,41.046486,793.11786,15.581,9.0,97.39068,0,4,80.7327,30.985
-13.4005,-4.9045835,329.0,78.0,13.084646,31.829151,1014.6975,27.7085,1.0,91.78379,0,2,106.2827,36.685
1.88325,7.7493334,1638.0,422.0,10.404416,41.005455,531.9615,27.2565,15.0,103.169075,0,2,78.4327,30.735
-27.3145,-18.896833,232.0,69.0,13.767563,25.975676,1508.5457,25.68725,1.0,119.79558,0,0,112.8827,46.935
-10.809,-2.8228333,433.0,127.0,12.3411455,30.65495,1059.0126,29.44925,1.0,114.57838,0,3,113.6827,38.485
